time,title,company,county,distinct,exeperience,education,wage,url
2023/4/23,資料分析 專案諮詢顧問,香港商凱渤維思有限公司台灣分公司,台北市,中正區,2年以上,大學,45000,https://www.104.com.tw/job/7gwkz?jobsource=jolist_a_relevance
2023/4/23,市場分析與通路績效管理師/資深管理師,中嘉數位股份有限公司,台北市,內湖區,3年以上,大學,42500,https://www.104.com.tw/job/7fahc?jobsource=jolist_a_relevance
2023/4/23,數據分析師,創造智能科技股份有限公司,台北市,內湖區,3年以上,大學,45000,https://www.104.com.tw/job/7t7rv?jobsource=jolist_a_relevance
2023/4/23,數據專案經理 Project Manager (Data),以沛有限公司,台北市,松山區,1年以上,大學,52500,https://www.104.com.tw/job/7u0w6?jobsource=jolist_a_relevance
2023/4/23,(數位科技處) 資料庫架構師 / 專案經理 Database Engineer / Project Manager,三顧股份有限公司,新北市,汐止區,經歷不拘,大學,45000,https://www.104.com.tw/job/7vg5e?jobsource=jolist_a_relevance
2023/4/23,產業與市場分析師,台日併購中心_台日併購投資股份有限公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/7vnon?jobsource=jolist_a_relevance
2023/4/23,Python工程師 (初級),雪谷南榕法律事務所,台中市,北屯區,經歷不拘,大學,37500,https://www.104.com.tw/job/7xy1l?jobsource=jolist_a_relevance
2023/4/23,【總公司】數據分析人員,萊爾富國際股份有限公司,台北市,內湖區,1年以上,大學,38000,https://www.104.com.tw/job/7s841?jobsource=jolist_a_relevance
2023/4/23,Tableau+Alteryx 專案服務實施顧問,德昂資訊股份有限公司,台北市,松山區,3年以上,大學,65000,https://www.104.com.tw/job/7y6z6?jobsource=jolist_a_relevance
2023/4/23,數據分析師（健康數據統計、分析）,耀迅科技股份有限公司,台南市,東區,2年以上,大學,45000,https://www.104.com.tw/job/7xv8s?jobsource=jolist_a_relevance
2023/4/23,OP營運數據分析專員,盈德網絡服務有限公司,台北市,松山區,3年以上,專科,45000,https://www.104.com.tw/job/7toj7?jobsource=jolist_a_relevance
2023/4/23,商業分析師,天能資訊有限公司,台北市,內湖區,經歷不拘,大學,45000,https://www.104.com.tw/job/7lzex?jobsource=jolist_a_relevance
2023/4/23,【產品處】數據應用產品 (副總監/經理/副理),域動行銷股份有限公司,台北市,松山區,2年以上,大學,45000,https://www.104.com.tw/job/7kwnm?jobsource=jolist_a_relevance
2023/4/23,資料分析人員(校務研究處),義守大學,高雄市,大樹區,經歷不拘,大學,32400,https://www.104.com.tw/job/7y7aq?jobsource=jolist_a_relevance
2023/4/23,資料科學家 Data Scientist,干城數碼有限公司,台北市,中山區,2年以上,大學,45000,https://www.104.com.tw/job/6vg27?jobsource=jolist_a_relevance
2023/4/23,高級商業分析自動化顧問--Alteryx+BI產品,德昂資訊股份有限公司,台北市,松山區,3年以上,大學,65000,https://www.104.com.tw/job/7y592?jobsource=jolist_a_relevance
2023/4/23,儲能數據分析工程師,台泥企業團_臺泥資訊股份有限公司,台北市,中山區,3年以上,碩士,45000,https://www.104.com.tw/job/7na0r?jobsource=jolist_a_relevance
2023/4/23,數據分析師(健康數據統計、分析),國立成功大學_創新數位內容研究中心,台南市,東區,2年以上,碩士,45000,https://www.104.com.tw/job/7j7uc?jobsource=jolist_a_relevance
2023/4/23,【風險諮詢】營運數據分析與資料視覺化顧問－高雄所、台北所,勤業眾信聯合會計師事務所,高雄市,前鎮區,經歷不拘,大學,45000,https://www.104.com.tw/job/7kkk2?jobsource=jolist_a_relevance
2023/4/23,資料分析師(CPO)(新北土城/海外),鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,新北市,土城區,經歷不拘,大學,45000,https://www.104.com.tw/job/7xdy2?jobsource=jolist_a_relevance
2023/4/23,數據分析專員,日崚有限公司,新北市,新店區,經歷不拘,專科,45000,https://www.104.com.tw/job/7y9rp?jobsource=jolist_a_relevance
2023/4/23,CRM 資深專員(數據分析師),益福生醫股份有限公司,台北市,中山區,3年以上,大學,45000,https://www.104.com.tw/job/7n0a5?jobsource=jolist_a_relevance
2023/4/23,AI Engineer / 人工智慧工程師（台中辦公室）,財團法人人工智慧科技基金會,台中市,西屯區,經歷不拘,大學,55000,https://www.104.com.tw/job/74eb1?jobsource=jolist_a_relevance
2023/4/23,資料科學工程師0609,Phison Electronics Corp_群聯電子股份有限公司,苗栗縣,竹南鎮,2年以上,大學,45000,https://www.104.com.tw/job/7lmsm?jobsource=jolist_a_relevance
2023/4/23,資料分析工讀生(約聘),瑞昱半導體股份有限公司,新竹市,,經歷不拘,大學,33200,https://www.104.com.tw/job/7wep3?jobsource=jolist_a_relevance
2023/4/23,數據分析師 (經理職),(遠東集團)鼎鼎企業管理顧問股份有限公司,台北市,大安區,10年以上,大學,45000,https://www.104.com.tw/job/7bein?jobsource=jolist_a_relevance
2023/4/23,EDW/BI數據分析師(楊梅廠),華新科技股份有限公司,桃園市,楊梅區,經歷不拘,大學,45000,https://www.104.com.tw/job/7ynpj?jobsource=jolist_a_relevance
2023/4/23,JR100137 商業數據分析師 Business Analyst (具備分析與簡報能力),中國人壽保險股份有限公司(總公司),台北市,松山區,3年以上,大學,45000,https://www.104.com.tw/job/7n08k?jobsource=jolist_a_relevance
2023/4/23,大數據部門商業分析師,典通股份有限公司,台北市,中正區,經歷不拘,碩士,42500,https://www.104.com.tw/job/7k72g?jobsource=jolist_a_relevance
2023/4/23,資深數據分析師(大數據發展事業處),55688集團_台灣智慧生活網股份有限公司,新北市,三重區,2年以上,大學,45000,https://www.104.com.tw/job/7maio?jobsource=jolist_a_relevance
2023/4/23,"商業數據分析師 BA/Business Analyst -集團徵才(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市,信義區,2年以上,大學,45000,https://www.104.com.tw/job/7vjod?jobsource=jolist_a_relevance
2023/4/23,數據視覺化分析專員,威彼資訊有限公司,台北市,南港區,5年以上,大學,45000,https://www.104.com.tw/job/7yzht?jobsource=jolist_a_relevance
2023/4/23,[行政]企劃處/數據分析專員,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市,板橋區,經歷不拘,碩士,41000,https://www.104.com.tw/job/6ds2z?jobsource=jolist_a_relevance
2023/4/23,EE研發資深工程師(AIO),薩摩亞商宸展科技有限公司台灣分公司,台北市,大安區,7年以上,專科,45000,https://www.104.com.tw/job/6a8fi?jobsource=jolist_a_relevance
2023/4/23,【2023關鍵職務】產業分析師,資策會_財團法人資訊工業策進會,台北市,大安區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7t5a5?jobsource=jolist_a_relevance
2023/4/23,行銷數據分析師,摘星社群行銷顧問股份有限公司,台北市,中山區,3年以上,大學,45000,https://www.104.com.tw/job/78oiv?jobsource=jolist_a_relevance
2023/4/23,【南港知名電腦外商 - 數據工程師】(外商文化/保障年薪13.5個月/歡迎熱愛挑戰自己的你！！)_TLS_816,藝珂人事顧問股份有限公司,台北市,南港區,2年以上,大學,58000,https://www.104.com.tw/job/7y9q3?jobsource=jolist_a_relevance
2023/4/23,人工智慧資料科學家/AI Data Scientist_台達研究院(台北),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市,內湖區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7v730?jobsource=jolist_a_relevance
2023/4/23,金融數據分析師（ Data Analyst）,公信科技股份有限公司,高雄市,左營區,1年以上,學歷不拘,47500,https://www.104.com.tw/job/7g6mp?jobsource=jolist_a_relevance
2023/4/23,資料分析師,新安東京海上產物保險股份有限公司,台北市,中山區,7年以上,大學,46500,https://www.104.com.tw/job/7yllw?jobsource=jolist_a_relevance
2023/4/23,D429 產業研究分析師/ 數據分析師(可遠端工作),台灣大哥大股份有限公司,台北市,信義區,3年以上,學歷不拘,43500,https://www.104.com.tw/job/7ev6p?jobsource=jolist_a_relevance
2023/4/23,商業分析師 Business Intelligence Analyst,ViewSonic Corporation_優派國際股份有限公司,新北市,中和區,2年以上,大學,45000,https://www.104.com.tw/job/7y8uq?jobsource=jolist_a_relevance
2023/4/23,Marketing/SEM Specialist 市場分析,達飛通運有限公司,台北市,中山區,2年以上,專科,45000,https://www.104.com.tw/job/7whz1?jobsource=jolist_a_relevance
2023/4/23,"商業分析師 BA/Business Analyst -數據科技(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/7de8n?jobsource=jolist_a_relevance
2023/4/23,CRM 數據分析主任/副理,麥絲瑪拉台灣零售股份有限公司,台北市,松山區,5年以上,專科,45000,https://www.104.com.tw/job/7wpms?jobsource=jolist_a_relevance
2023/4/23,"【數位金融】商業數據分析師(數數發中心, DDT)",國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/4xn8j?jobsource=jolist_a_relevance
2023/4/23,C200 資深數據分析師/專案副理,中磊電子股份有限公司,台北市,南港區,5年以上,大學,45000,https://www.104.com.tw/job/7wuc7?jobsource=jolist_a_relevance
2023/4/23,統一期貨_數據資料分析及報表自動化人員,統一期貨股份有限公司,台北市,松山區,經歷不拘,大學,40000,https://www.104.com.tw/job/7omd4?jobsource=jolist_a_relevance
2023/4/23,策略研究處 研究調查組 專案人員（數據分析）定期,文化內容策進院,台北市,松山區,5年以上,大學,45000,https://www.104.com.tw/job/7ug65?jobsource=jolist_a_relevance
2023/4/23,AI Engineer / 人工智慧工程師,財團法人人工智慧科技基金會,台北市,信義區,經歷不拘,大學,55000,https://www.104.com.tw/job/62ro1?jobsource=jolist_a_relevance
2023/4/23,【集團數據人才招募】商業分析師,國泰金控_國泰金融控股股份有限公司,台北市,信義區,1年以上,大學,45000,https://www.104.com.tw/job/7yr1k?jobsource=jolist_a_relevance
2023/4/23,【Start up! 2023實習-在台達開創你的達時代！】AI Digital Twin 實習生_台達研究院(台北),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市,內湖區,經歷不拘,碩士,36000,https://www.104.com.tw/job/7y4ql?jobsource=jolist_a_relevance
2023/4/23,商業數據分析師 - 數據科技,國泰世紀產物保險股份有限公司,台北市,大安區,3年以上,大學,41000,https://www.104.com.tw/job/7lsx2?jobsource=jolist_a_relevance
2023/4/23,行銷數據分析師 Marketing Data Analyst,以沛有限公司,台北市,松山區,3年以上,大學,46500,https://www.104.com.tw/job/7apbd?jobsource=jolist_a_relevance
2023/4/23,Senior Data Analyst 資深資料數據分析師,阿福股份有限公司,台北市,信義區,3年以上,大學,100000,https://www.104.com.tw/job/7xsfm?jobsource=jolist_a_relevance
2023/4/23,市場分析師(U004),樂夠科技有限公司,台中市,西屯區,1年以上,大學,45000,https://www.104.com.tw/job/7xaju?jobsource=jolist_a_relevance
2023/4/23,元大銀行-個金業務部-客群經營資料分析人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市,大同區,1年以上,專科,43500,https://www.104.com.tw/job/3ydew?jobsource=jolist_a_relevance
2023/4/23,2023校園徵才-市場數據分析師(Data Scientist),華碩電腦股份有限公司,台北市,北投區,經歷不拘,大學,30000,https://www.104.com.tw/job/7vy7a?jobsource=jolist_a_relevance
2023/4/23,資料分析經理 【資料分析應用處】,邁達特數位股份有限公司,台北市,內湖區,5年以上,專科,45000,https://www.104.com.tw/job/7oylq?jobsource=jolist_a_relevance
2023/4/23,【MIC】產業分析師(5G、網通相關),資策會_財團法人資訊工業策進會,台北市,大安區,1年以上,碩士,45000,https://www.104.com.tw/job/7t431?jobsource=jolist_a_relevance
2023/4/23,DA 遊戲數據分析師,神來也麻將_慧邦科技股份有限公司,台北市,中正區,經歷不拘,大學,45000,https://www.104.com.tw/job/48wpc?jobsource=jolist_a_relevance
2023/4/23,AI專案副理/專案主任/工程師,台泥企業團_臺泥資訊股份有限公司,台北市,中山區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7xlwa?jobsource=jolist_a_relevance
2023/4/23,【AI】iPEBG Machine Learning 工程師,鴻海精密工業股份有限公司,新北市,土城區,3年以上,碩士,60000,https://www.104.com.tw/job/6jtqu?jobsource=jolist_a_relevance
2023/4/23,資料工程師,圖靈數位股份有限公司,台北市,中正區,經歷不拘,大學,45000,https://www.104.com.tw/job/7v0e3?jobsource=jolist_a_relevance
2023/4/23,市場分析助理,雄品國際股份有限公司,新北市,中和區,2年以上,專科,50000,https://www.104.com.tw/job/7pfyq?jobsource=jolist_a_relevance
2023/4/23,數據分析師,華南商業銀行股份有限公司,台北市,信義區,3年以上,大學,50000,https://www.104.com.tw/job/7o6ym?jobsource=jolist_a_relevance
2023/4/23,MaaS數據策略規劃師,和泰汽車股份有限公司,台北市,中山區,3年以上,大學,61500,https://www.104.com.tw/job/7bqwq?jobsource=jolist_a_relevance
2023/4/23,專案研究及統計分析專員(新北市學校評鑑計畫),國立臺灣師範大學_教育政策與行政研究所,台北市,大安區,經歷不拘,大學,39500,https://www.104.com.tw/job/7ype1?jobsource=jolist_a_relevance
2023/4/23,專案研究及統計分析專員(新北市學校評鑑計畫),國立臺灣師範大學_教育政策與行政研究所,台北市,大安區,經歷不拘,大學,39500,https://www.104.com.tw/job/7ype1?jobsource=jolist_a_relevance
2023/4/23,大數據部門數據應用規劃師,典通股份有限公司,台北市,中正區,經歷不拘,碩士,42500,https://www.104.com.tw/job/75p77?jobsource=jolist_a_relevance
2023/4/23,【擴編新團隊】數據分析師,百阜科技股份有限公司,台北市,內湖區,經歷不拘,專科,45000,https://www.104.com.tw/job/758eh?jobsource=jolist_a_relevance
2023/4/23,地理資訊科學研究專題中心-專任GIS資料工程師,中央研究院_人文社會科學研究中心,台北市,南港區,經歷不拘,大學,52605,https://www.104.com.tw/job/7xtu0?jobsource=jolist_a_relevance
2023/4/23,Data Scientist,巨量移動科技有限公司,台北市,內湖區,2年以上,大學,45000,https://www.104.com.tw/job/6ylyi?jobsource=jolist_a_relevance
2023/4/23,"商業分析師BA/Business Analyst - 集團徵才 (數數發中心,DDT)",國泰金控_國泰金融控股股份有限公司,台北市,信義區,1年以上,大學,45000,https://www.104.com.tw/job/7vjof?jobsource=jolist_a_relevance
2023/4/23,HIPO疾行軍招募計畫-產業研究分析師/ 數據分析師(可遠端工作),台灣大哥大股份有限公司,台北市,信義區,2年以上,學歷不拘,45000,https://www.104.com.tw/job/7m2lj?jobsource=jolist_a_relevance
2023/4/23,AI Success Consultant 專案經理,行動貝果有限公司,台北市,信義區,1年以上,大學,45000,https://www.104.com.tw/job/7d3sw?jobsource=jolist_a_relevance
2023/4/23,風險_個金風險AI規劃人員,中國信託商業銀行股份有限公司,台北市,南港區,經歷不拘,碩士,45000,https://www.104.com.tw/job/3sct9?jobsource=jolist_a_relevance
2023/4/23,數據工程師,雲馥數位股份有限公司,新北市,三重區,2年以上,大學,45000,https://www.104.com.tw/job/7t859?jobsource=jolist_a_relevance
2023/4/23,量化策略與金融大數據工程師,沛然資訊有限公司,台北市,內湖區,經歷不拘,大學,45000,https://www.104.com.tw/job/7mnu3?jobsource=jolist_a_relevance
2023/4/23,數據助理工程師,雲馥數位股份有限公司,新北市,三重區,1年以上,大學,31500,https://www.104.com.tw/job/7t83h?jobsource=jolist_a_relevance
2023/4/23,"商業數據分析師 BA/Business Analyst -數據科技(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/6l49y?jobsource=jolist_a_relevance
2023/4/23,集團總部 - CRM Data Analyst (會員數據分析師),必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司,台北市,中山區,3年以上,大學,45000,https://www.104.com.tw/job/6x42q?jobsource=jolist_a_relevance
2023/4/23,Data Scientist _ 台達研究院(台北/南科),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市,內湖區,經歷不拘,博士,45000,https://www.104.com.tw/job/7uyta?jobsource=jolist_a_relevance
2023/4/23,商業智慧顧問 （消費大數據分析）,歐易亞科技股份有限公司,台北市,中正區,6年以上,大學,45000,https://www.104.com.tw/job/7p7dj?jobsource=jolist_a_relevance
2023/4/23,大數據與資訊安全處-資訊安全資深工程師,華新麗華股份有限公司,台北市,信義區,5年以上,大學,45000,https://www.104.com.tw/job/7sdoy?jobsource=jolist_a_relevance
2023/4/23,SQL資料分析及報表開發工程師(台中總公司),World Gym_香港商世界健身事業有限公司台灣分公司,台中市,西屯區,2年以上,大學,60000,https://www.104.com.tw/job/7s06k?jobsource=jolist_a_relevance
2023/4/23,【凱基證券/電子商務事業部】客群數據分析師,中華開發金融控股股份有限公司(凱基證券)(凱基銀行)(中華開發資本),台北市,中正區,2年以上,大學,45000,https://www.104.com.tw/job/7mqk5?jobsource=jolist_a_relevance
2023/4/23,[Digital Analyst] 數據媒體分析師,香港商慧科訊業有限公司台灣分公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/7qrf5?jobsource=jolist_a_relevance
2023/4/23,【數據發展部】資料工程師,聯合報股份有限公司,新北市,汐止區,經歷不拘,大學,45000,https://www.104.com.tw/job/7hlcd?jobsource=jolist_a_relevance
2023/4/23,【凱基證券/電子商務事業部】客群數據分析師,中華開發金融控股股份有限公司(凱基證券)(凱基銀行)(中華開發資本),台北市,中正區,2年以上,大學,45000,https://www.104.com.tw/job/7mqk5?jobsource=jolist_a_relevance
2023/4/23,資訊系統部AS400系統分析師(COBOL開發工程師),統一綜合證券股份有限公司,台北市,松山區,經歷不拘,大學,60000,https://www.104.com.tw/job/4o08m?jobsource=jolist_a_relevance
2023/4/23,元大銀行-個金業務部-客群經營資料分析人員,元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),台北市,大同區,經歷不拘,專科,36000,https://www.104.com.tw/job/6g2oe?jobsource=jolist_a_relevance
2023/4/23,企劃室經濟分析單元【產業分析師】副研究員,財團法人食品工業發展研究所_食品所,新竹市,,經歷不拘,碩士,45200,https://www.104.com.tw/job/7sxte?jobsource=jolist_a_relevance
2023/4/23,工研院綠能所_人工智慧工程師(U300),工研院 _財團法人工業技術研究院,新竹縣,竹東鎮,經歷不拘,碩士,50000,https://www.104.com.tw/job/7mcwf?jobsource=jolist_a_relevance
2023/4/23,【誠品線上】BI數據分析師,誠品生活股份有限公司,台北市,信義區,經歷不拘,大學,45000,https://www.104.com.tw/job/7yby6?jobsource=jolist_a_relevance
2023/4/23,RD10094 軟體實習生 (Medical AI),華碩電腦股份有限公司,台北市,北投區,經歷不拘,大學,28000,https://www.104.com.tw/job/7v03e?jobsource=jolist_a_relevance
2023/4/23,"【數位金融】資料科學分析師 - 專案管理 (數數發中心,DDT)",國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7a1dt?jobsource=jolist_a_relevance
2023/4/23,【健康事業部】數據分析師,聯合報股份有限公司,新北市,汐止區,2年以上,專科,42500,https://www.104.com.tw/job/6uade?jobsource=jolist_a_relevance
2023/4/23,數據分析師,東昇休閒有限公司,台中市,北屯區,經歷不拘,碩士,50000,https://www.104.com.tw/job/7x2nu?jobsource=jolist_a_relevance
2023/4/23,大數據部門研究員,典通股份有限公司,台北市,中正區,經歷不拘,碩士,42500,https://www.104.com.tw/job/7k69c?jobsource=jolist_a_relevance
2023/4/23,YFG-資料科學家(新店),裕融企業股份有限公司,新北市,新店區,經歷不拘,大學,52500,https://www.104.com.tw/job/7fdhs?jobsource=jolist_a_relevance
2023/4/23,.半導體產業分析專員 （台北/竹科）,崇越科技股份有限公司,台北市,內湖區,5年以上,大學,45000,https://www.104.com.tw/job/7wic9?jobsource=jolist_a_relevance
2023/4/23,AI專案主任/工程師,台泥企業團_臺泥資訊股份有限公司,台北市,中山區,經歷不拘,碩士,45000,https://www.104.com.tw/job/7wr2l?jobsource=jolist_a_relevance
2023/4/23,【數位數據】數據暨客群經營分析師,國泰世華商業銀行股份有限公司_人力資源部,台北市,信義區,2年以上,大學,45000,https://www.104.com.tw/job/5wxv6?jobsource=jolist_a_relevance
2023/4/23,數據產品經理 / Product Manager,洰和股份有限公司,台北市,信義區,2年以上,專科,45000,https://www.104.com.tw/job/7wjnt?jobsource=jolist_a_relevance
2023/4/23,Data Product Manager (視訊/線上面談),104人力銀行_一零四資訊科技股份有限公司,新北市,新店區,5年以上,大學,45000,https://www.104.com.tw/job/7ty2b?jobsource=jolist_a_relevance
2023/4/23,軟體工程師(數據科學),摯陞數位科技有限公司,高雄市,苓雅區,1年以上,大學,52500,https://www.104.com.tw/job/7sit4?jobsource=jolist_a_relevance
2023/4/23,國立臺中教育大學計畫誠徵專任助理乙位(測驗統計分析領域尤佳),國立臺中教育大學_測驗統計與適性學習研究中心,台中市,西區,1年以上,碩士,38630,https://www.104.com.tw/job/7hthx?jobsource=jolist_a_relevance
2023/4/23,數據分析師(企業金融/消費金融/財富管理),華南商業銀行股份有限公司,台北市,信義區,3年以上,大學,50000,https://www.104.com.tw/job/7o701?jobsource=jolist_a_relevance
2023/4/23,AI應用系統工程師,新代科技股份有限公司,新竹市,,經歷不拘,碩士,45000,https://www.104.com.tw/job/7lyyr?jobsource=jolist_a_relevance
2023/4/23,數據分析PM,衡昱電商股份有限公司,台中市,北區,3年以上,大學,40000,https://www.104.com.tw/job/7ye24?jobsource=jolist_a_relevance
2023/4/23,【風險諮詢】數位轉型服務-數據分析資深經理,勤業眾信聯合會計師事務所,台北市,信義區,7年以上,大學,45000,https://www.104.com.tw/job/7b3z5?jobsource=jolist_a_relevance
2023/4/23,【集團數據人才招募】專案管理師,國泰金控_國泰金融控股股份有限公司,台北市,信義區,1年以上,大學,45000,https://www.104.com.tw/job/7yqtp?jobsource=jolist_a_relevance
2023/4/23,【風險諮詢】數位轉型服務-數據分析資深經理,勤業眾信聯合會計師事務所,台北市,信義區,7年以上,大學,45000,https://www.104.com.tw/job/7b3z5?jobsource=jolist_a_relevance
2023/4/23,資料科學家 (Data Scientist),安智聯科技有限公司,桃園市,桃園區,3年以上,碩士,50000,https://www.104.com.tw/job/6xrlh?jobsource=jolist_a_relevance
2023/4/23,《平鎮》數據分析工程師,新光合成纖維股份有限公司,桃園市,平鎮區,2年以上,大學,45000,https://www.104.com.tw/job/6xj2k?jobsource=jolist_a_relevance
2023/4/23,營運數據分析師,益卡樂科技股份有限公司,新竹市,,3年以上,大學,42500,https://www.104.com.tw/job/7iwn0?jobsource=jolist_a_relevance
2023/4/23,數據分析師,遠東集團HAPPY GO_鼎鼎聯合行銷股份有限公司,新北市,板橋區,2年以上,大學,45000,https://www.104.com.tw/job/7m92r?jobsource=jolist_a_relevance
2023/4/23,智慧製造生技工程師,漢鐘精機股份有限公司,台中市,南屯區,2年以上,大學,45000,https://www.104.com.tw/job/7wgi6?jobsource=jolist_a_relevance
2023/4/23,大數據分析工程師,鴻海集團_鴻揚半導體股份有限公司,新竹市,,經歷不拘,大學,45000,https://www.104.com.tw/job/7xuuw?jobsource=jolist_a_relevance
2023/4/23,AI深度學習工程師,慧演智能股份有限公司,台中市,大里區,1年以上,碩士,65000,https://www.104.com.tw/job/7qb4s?jobsource=jolist_a_relevance
2023/4/23,Machine Learning Engineer 機器學習工程師,美庫爾數據商務顧問股份有限公司,台北市,信義區,2年以上,大學,45000,https://www.104.com.tw/job/7yeqt?jobsource=jolist_a_relevance
2023/4/23,LINE TV 數據分析師 (Data analyst),LINE TV_巧克科技新媒體股份有限公司,台北市,松山區,2年以上,大學,45000,https://www.104.com.tw/job/7b3ts?jobsource=jolist_a_relevance
2023/4/23,DC03 網發部/客戶服務課-資料監看人員,智冠科技股份有限公司,台北市,南港區,經歷不拘,專科,31000,https://www.104.com.tw/job/7k57i?jobsource=jolist_a_relevance
2023/4/23,資料工程師(竹科),晶元光電股份有限公司(晶電),新竹市,,經歷不拘,碩士,36000,https://www.104.com.tw/job/7csd2?jobsource=jolist_a_relevance
2023/4/23,大數據與資訊安全處-資訊安全工程師,華新麗華股份有限公司,台北市,信義區,5年以上,大學,45000,https://www.104.com.tw/job/7sb6g?jobsource=jolist_a_relevance
2023/4/23,數據管理工程師,致富寶股份有限公司,台北市,內湖區,經歷不拘,大學,35000,https://www.104.com.tw/job/7e1sl?jobsource=jolist_a_relevance
2023/4/23,資深大數據分析人員,華南商業銀行股份有限公司,台北市,信義區,3年以上,大學,50000,https://www.104.com.tw/job/7vw7a?jobsource=jolist_a_relevance
2023/4/23,資料分析師_0197,遊戲橘子數位科技股份有限公司,台北市,內湖區,經歷不拘,大學,45000,https://www.104.com.tw/job/7b8w0?jobsource=jolist_a_relevance
2023/4/23,AI應用工程師 _ 機電事業群(南科),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台南市,善化區,3年以上,碩士,45000,https://www.104.com.tw/job/7lv9z?jobsource=jolist_a_relevance
2023/4/23,【資訊專才】 大數據資料分析師 Data Analyst,國泰人壽保險股份有限公司_總公司_國泰金控,台北市,內湖區,1年以上,大學,45000,https://www.104.com.tw/job/789af?jobsource=jolist_a_relevance
2023/4/23,"東南亞金融科技發展-商業分析師（數數發中心, DDT）",國泰金控_國泰金融控股股份有限公司,台北市,信義區,2年以上,大學,45000,https://www.104.com.tw/job/7aflm?jobsource=jolist_a_relevance
2023/4/23,工研院資通所_AI醫療診斷研發工程師(W201),工研院 _財團法人工業技術研究院,新竹縣,竹東鎮,1年以上,碩士,45000,https://www.104.com.tw/job/7v7t9?jobsource=jolist_a_relevance
2023/4/23,"東南亞金融科技發展-商業分析師（數數發中心, DDT）",國泰金控_國泰金融控股股份有限公司,台北市,信義區,2年以上,大學,45000,https://www.104.com.tw/job/7aflm?jobsource=jolist_a_relevance
2023/4/23,工研院資通所_AI醫療診斷研發工程師(W201),工研院 _財團法人工業技術研究院,新竹縣,竹東鎮,1年以上,碩士,45000,https://www.104.com.tw/job/7v7t9?jobsource=jolist_a_relevance
2023/4/23,商業分析師 Business Analyst（GS-執行長室）,佳樂事達科技有限公司,台北市,信義區,5年以上,大學,45000,https://www.104.com.tw/job/6xna0?jobsource=jolist_a_relevance
2023/4/23,【總公司】數據分析師(媒體數據部),海悅國際開發股份有限公司,台北市,松山區,經歷不拘,大學,45000,https://www.104.com.tw/job/7wi6f?jobsource=jolist_a_relevance
2023/4/23,大數據部門數據工程師,典通股份有限公司,台北市,中正區,經歷不拘,碩士,46500,https://www.104.com.tw/job/7763m?jobsource=jolist_a_relevance
2023/4/23,程式設計/電商數據管理人員,豐脈電子商務有限公司,彰化縣,社頭鄉,經歷不拘,高中,40000,https://www.104.com.tw/job/7xl3d?jobsource=jolist_a_relevance
2023/4/23,資料分析師 Data Engineer,生活市集_創業家兄弟股份有限公司,台北市,南港區,經歷不拘,大學,45000,https://www.104.com.tw/job/77rzy?jobsource=jolist_a_relevance
2023/4/23,【i】數據挖掘工程師,鴻海精密工業股份有限公司,新北市,土城區,2年以上,大學,45000,https://www.104.com.tw/job/5bbpv?jobsource=jolist_a_relevance
2023/4/23,大數據分析人員,華南商業銀行股份有限公司,台北市,信義區,經歷不拘,大學,47500,https://www.104.com.tw/job/7vw84?jobsource=jolist_a_relevance
2023/4/23,前瞻商品市場分析師,CARMAX_車美仕股份有限公司,桃園市,龜山區,經歷不拘,大學,58300,https://www.104.com.tw/job/7rs8i?jobsource=jolist_a_relevance
2023/4/23,AI大數據分析師,網際威信股份有限公司,台北市,內湖區,1年以上,大學,35714,https://www.104.com.tw/job/6nnhm?jobsource=jolist_a_relevance
2023/4/23,【Start up! 2023實習-在台達開創你的達時代！】數據科學應用開發實習生_AOT (台北),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市,內湖區,經歷不拘,大學,38000,https://www.104.com.tw/job/7yd79?jobsource=jolist_a_relevance
2023/4/23,"專案管理師Project Management -數據科技(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,台北市,信義區,3年以上,大學,45000,https://www.104.com.tw/job/7gnm0?jobsource=jolist_a_relevance
